text,label,label_name,text_length,text_word_count
feel anything beloved season call hyde count season call href http bookmark,1,joy,101,20
neutral feeling two broke girl like kat denningss deadpan delivery href http medium,0,sadness,120,22
know art animal lame feel particularly violent crab,3,anger,79,15
feel hated jim martin,3,anger,28,7
feeling le submissive,0,sadness,32,6
concerned gut feeling dropping aol quickly trusting verizon paranoia,1,joy,119,21
feel bit frightened touching car away repeatedly ask stop putting stuff,4,fear,117,25
feel extremely boring,0,sadness,23,4
want shout say something dont smile time touch feel delicious feeling inside,1,joy,111,22
feel deeply humiliated read ari ben menashe book entitled profit war mousavi friend manuchehr ghorbani cia agent,0,sadness,141,27
feel like im getting barely much free time oxford,1,joy,70,16
love drink love medicine want health anymore family reaction made feel depressed,0,sadness,123,24
feel wronged,3,anger,35,9
guess need see go im feeling nervous im also excited,4,fear,92,20
feel relaxed whenever privilege love serve people,1,joy,69,13
im sure couple month feeling homesick skype family thanksgiving im working first time december th taiwan already surprised interesting enjoyable holiday,0,sadness,251,46
feel irritable depressed course day stop think hungry angry lonely tired,3,anger,118,24
went feeling said fearful conflicted,4,fear,65,13
better word describe way feel heartbroken,0,sadness,65,13
feel ecstatic every time see new old opening credit one tree hill href http twitter,1,joy,101,21
feeling fairly virtuous,1,joy,28,5
would still feel unhappy sad,0,sadness,34,7
ignored feeling ignored,0,sadness,38,7
listen hurricane rain outside window feel little melancholy,0,sadness,76,14
already packed want wait around talk friend feeling irritable tired eventually gave trying go first place made feel situation,3,anger,205,41
feel thigh stubborn going away rate stomach arm butt,3,anger,101,21
okay thats awful feeling falling way stop maybe thats day im afraid falling,4,fear,126,28
feeling abused humiliated insulted search correspond code catsa criminal code canada woman perform body search man,0,sadness,184,37
know always feel festive eating outside,1,joy,54,11
size im afrad making feel complacent,1,joy,75,16
feel need blog pagetitle flab fab,1,joy,50,11
feel like created grumpy state meanness around,3,anger,83,18
imagine ill eventually migrate middle even alone feel greedy,3,anger,85,16
feel lighter ive got energy im loving rhythm day,2,love,71,15
almost walked snake,4,fear,31,7
say could bit annoying reminds im really unfit determination feel really poo even le determination bit vicious circle,3,anger,216,45
sometimes feel like heroine never stressed teary worn hardship pretty shallow,0,sadness,116,22
looking forward great year feeling optimistic hard yet busy,1,joy,95,20
bit lip slightly whispered feel weird tell hurt,5,surprise,80,18
im still feeling adventurous ill develop others,1,joy,55,9
feeling pretty confused future career goal however seeing creatively stimulating fulfilling teaching feel confident pursuing career education,4,fear,197,32
get couple feel post useful get comment really chuffed,1,joy,106,24
feel much comfortable know detail ahead time,1,joy,76,16
live though husband child spirituality love nature enthusiasm life keep feeling grounded happy,1,joy,145,27
im feeling horrible,0,sadness,19,3
feel total partnership precious,1,joy,59,12
feel gorgeous boyfriend throw wall toilet cubicle,1,joy,79,15
got feel carefree ice cold air nipping face,1,joy,67,15
need cantor ministry made feel hated supported view,0,sadness,103,21
emphasize feeling lost found,0,sadness,49,10
could loose job would f amp ed xmas hate xmas hate holiday wish would go away feel nervous feel sad disappoint family friend,4,fear,174,40
know come next week sit relish love hate feel hurt,0,sadness,94,23
ran mile old custom orthotics still feel fine tonight,1,joy,68,14
cant help feeling like specifically weight loss plight however successful boring,1,joy,88,14
ive lowest ive ever feeling really shitty,0,sadness,71,13
decided rewrite fic writting known return feel writting match talented writters fan fic yes mean heartdesire mentel x core,1,joy,185,38
feel appreciative life live,1,joy,46,10
start hate fact whenever post anything would eventually end writing lonely feel romantic partner whatsoever,2,love,167,31
feel talented realistic,1,joy,41,9
im feeling distracted recently,3,anger,33,5
feel really fucked still,3,anger,29,6
tell feel oddly vulnerable disjointed like dont want come play lot time,4,fear,123,27
started feel sweet feeling peace,1,joy,42,9
think still feel numb,0,sadness,25,6
feeling bit agitated stressed find surprising amount relief cleaning decluttering house even small space like closet,4,fear,157,30
feel bit safer using motivator work trusting able use motivator combat part ed patient strong,1,joy,176,37
really needed hear today really struggle feeling valuable staying home know important great hearing much husband value every day,1,joy,201,41
feel trying stubborn ignorant time keep going,3,anger,91,21
promise respect personal boundary acknowledge perfect divine right say need without feeling guilty,0,sadness,166,32
know lloyd well life street asked im wondering would feeling accepted,2,love,129,28
still lot normal symptom sore boob constant peeing irritability irrational feeling superior sniffer gag reflex etc,1,joy,142,24
hour sleep still feel stay faithful goal,1,joy,80,19
feel passionate dating,2,love,37,7
feel sweet euphermal scent justice,1,joy,47,9
left feeling foolish alone rain,0,sadness,48,10
get ate wanted good sensation eating provided full feeling delicious soporific effect luscious hazy dreamy state ice cream gave going put torture,1,joy,238,43
im still feeling keen whole billy dee lee triangle thing partly im sold whole lee kara thing partly also havent really bought yet dee true interest lee past raw attraction,1,joy,240,46
feel cool reading book especially take along read waiting doctor appointment,1,joy,109,20
leave sunday feeling utterly drained ounce anything left give,0,sadness,82,15
already nervous match time got simply feeling glad alive treacherous journey foul weather,1,joy,153,29
get feeling impressed ecker,5,surprise,40,8
used go rock festival high school feel accepted feel like belonged within part movement none classmate could relate busy listening auto tuned bullshit,1,joy,227,44
dont want talk anyone dumb mistake feel miserable already dont think could take someone giving one serious,0,sadness,174,36
im feeling im watching reading beware spoiler music im loving listen,2,love,104,20
im feeling pretty discouraged morning,0,sadness,42,6
love kitty kind feel like spider underrated hated,0,sadness,76,15
think feeling insulted good thing maybe felt insulted made clear someone attack racial religious slur even though aimed personally made comment might learn something,3,anger,237,43
feel like missed every single holiday last year hitting hard year,0,sadness,99,21
love inverted suspension though one make feel graceful elegant sexy,1,joy,106,20
could feel pulled evil vampire wanted suck pit hell,2,love,99,21
healthier feel horny often sexually frustrated,2,love,75,16
feel like everything ever valued stripped,1,joy,57,11
keep feeling like pinch make sure real sheer quantity awesomeness im receive amazing,1,joy,136,25
wont go full depth review say feel superior version,1,joy,91,21
still feeling low energy effect stress,0,sadness,56,11
end day feeling hopeful relaxed,1,joy,41,8
get feeling he pretty proud work,1,joy,46,10
generally eat lot junk mostly stress eating become comfortable child care feeling le stressed eating le junk,3,anger,163,33
feel exhausted drained conversation really taken,0,sadness,72,13
get point often feel nothing lose try anything playful approach often take next level good time nap,1,joy,168,38
made appointment friend drink coffee togehter however,3,anger,68,12
feel bad giving due credit,0,sadness,32,7
feel five important holiday film time,1,joy,62,13
want anyone feel inhibited body typical ballet body,4,fear,83,16
feel disgusted ashamed,3,anger,41,8
feel like instantly became addison reed super collector hour ago,1,joy,72,13
feel passionate,2,love,23,4
dont like coldstone feel like everything get waaaaayyyy sweet think choice good job making delicous creation without giving creaminess overload,2,love,197,35
feel sweet century old cake,1,joy,39,9
still recall feeling peacefulness tender smile warm hand,2,love,78,14
im currently getting bit reality exam amp work feeling glad ever since there subject left,1,joy,118,21
like idea wearing thing comfortable make feel cute,1,joy,76,15
feel satisfied gone challenge,1,joy,57,10
feeling much talented,1,joy,51,12
try feel rushed along others busy,3,anger,80,17
